index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,id,processed_tweets,LOC,place
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475117359179771904,"smell of love 
  starbucks singapore http instagram compo7youryf1r",starbucks,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475109085130399744,i like the smell pic twitter com2qwebvkc1y,,"North-East Region, Singapore"
coffee,-0.0867416113615036,-0.4765028953552246,-0.02623920328915119,-0.13472190499305725,0.19373895227909088,0.4504036605358124,0.6136510968208313,-1.139238715171814,0.23777195811271667,-0.24872244894504547,-0.6400569677352905,-0.365855872631073,-4.707646369934082,-0.16071462631225586,0.21385450661182404,0.44743838906288147,1.0683705806732178,-0.8425001502037048,0.1546715497970581,-0.04219743236899376,-0.8757463693618774,-0.3653835952281952,-0.05822507292032242,-0.4916245937347412,1.0045206546783447,0.8779119253158569,0.010069401934742928,0.02309364452958107,0.937280535697937,-0.5717506408691406,0.09294737130403519,0.1602906435728073,-1.1906903982162476,0.08200212568044662,0.11478094011545181,-0.2994445264339447,0.12050668895244598,0.5409900546073914,1.0893235206604004,2.093777656555176,-1.0750913619995117,0.18031461536884308,-0.9597145915031433,-0.40113505721092224,1.2359700202941895,0.6872273683547974,0.20897416770458221,0.08360352367162704,-0.9113126397132874,0.31875312328338623,475097080340312065,coffee smell wah,,"North-East Region, Singapore"
smoking,-0.3883990943431854,0.08919918537139893,0.037534650415182114,-0.10950279235839844,0.2612491250038147,1.0026025772094727,0.8991225957870483,-0.14466995000839233,0.749193012714386,-0.12186723947525024,-0.44963017106056213,0.5244455933570862,-3.766036033630371,0.08459118753671646,-0.010943828150629997,0.1120094433426857,-0.13759607076644897,-1.144963026046753,0.03559751436114311,-0.08683180063962936,0.5381242036819458,0.2952699065208435,0.09964576363563538,-0.152877077460289,0.6258035898208618,0.8645343780517578,0.28238701820373535,0.3616831600666046,-0.9444794058799744,0.7954515218734741,-0.5254906415939331,0.7202090620994568,-0.818813145160675,0.316056489944458,-0.5238090753555298,-0.07722620666027069,-0.6062180995941162,1.272668719291687,0.32144856452941895,0.12371116131544113,-0.2188025414943695,-0.1939050555229187,-1.1435680389404297,-1.0692980289459229,0.2232818305492401,0.30638250708580017,0.11178231239318848,1.3741649389266968,-1.5332481861114502,-0.05304216220974922,475074485154889728,right to stay at home without noises and cigarette smoking smell part 2 ,,"Central Region, Singapore"
morning,0.6790372729301453,0.10996367782354355,-0.022066112607717514,-0.33010193705558777,-0.14989791810512543,0.5405811667442322,1.5908339023590088,0.16533556580543518,-0.5668193101882935,-0.25095894932746887,-0.9458126425743103,-0.18955639004707336,-5.0486555099487305,0.10592161864042282,-0.7434753179550171,0.2394254356622696,0.23877546191215515,-0.6311294436454773,-1.2806167602539062,-0.22979429364204407,-0.7753816246986389,-0.06805916875600815,-0.8432937264442444,-0.03099041059613228,0.7857585549354553,0.8604519367218018,-0.22400043904781342,-0.3285214602947235,0.9836455583572388,0.4272526502609253,-0.9383460879325867,0.4596606194972992,0.3062049150466919,0.41728752851486206,-0.07881517708301544,0.45982542634010315,-0.13991668820381165,1.1662296056747437,0.9134694337844849,1.3303505182266235,-1.6743402481079102,0.00824145320802927,0.5891870856285095,0.7832879424095154,0.41165536642074585,0.9511386156082153,-0.1471051722764969,-0.5365632176399231,-0.1872570961713791,0.7967678308486938,475060114072686592,saturday morning smell the fresh humid air thats singapore hehhe peace,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474969516133187584, i know pouring the pee wont work but they insist so why not right hahahahaha smell your leg now leh,,"North Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474966791366537216,probably gonna get into a discipline issue when i get back to school in july i can smell it,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474945344745123840,i smell chlorine ,,"Central Region, Singapore"
distinct,-0.1365344524383545,-0.1778593808412552,-0.39533519744873047,1.200646996498108,1.3214448690414429,0.39181089401245117,0.26611486077308655,-0.7020838856697083,-0.9843774437904358,-0.7063466310501099,0.006646142341196537,-0.37239474058151245,-1.320979356765747,0.2185581624507904,0.24258452653884888,0.2876497805118561,1.0291378498077393,-0.167693093419075,-0.0024180097971111536,-0.4148778021335602,0.24234694242477417,0.10515478998422623,0.320790559053421,-0.5299658179283142,-0.6869245767593384,0.7893118262290955,-0.5005536079406738,0.5349433422088623,-0.3683209717273712,-0.29891765117645264,1.077544093132019,-0.2801702916622162,0.5294520854949951,-0.49290722608566284,0.9794262051582336,-0.12900018692016602,-1.2416138648986816,-0.2605075240135193,0.4090847074985504,0.23321279883384705,0.7330241203308105,-0.41418007016181946,0.23313204944133759,-0.4145284593105316,-0.8277184963226318,-0.21930617094039917,1.046567440032959,0.32281672954559326,0.24783873558044434,-0.2823026180267334,474938287191105536, says the one with that distinct smell at work,,"North Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474937602496139264,i smell like oster egg ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474935902599270400,i smell awful,,"Central Region, Singapore"
food,0.5168431997299194,0.24110743403434753,-0.45077750086784363,-0.433033287525177,0.6487171053886414,0.2970743477344513,0.3559613823890686,-0.5938387513160706,0.6536657810211182,-0.18287618458271027,-0.8264692425727844,-0.841360867023468,-5.404501914978027,0.371147096157074,0.2210654765367508,0.6213679313659668,0.4512910544872284,-1.3179404735565186,-0.11296018213033676,-0.2812703251838684,-0.8241368532180786,-0.517576277256012,-0.08931384980678558,0.6565334796905518,0.39262938499450684,1.0256431102752686,-0.031084882095456123,0.09336365759372711,0.7500833868980408,-1.3768361806869507,-0.5325383543968201,-0.17749430239200592,-1.142799973487854,0.28531399369239807,-0.08607777953147888,-0.5578234791755676,0.0990486592054367,0.2613527774810791,0.5593934059143066,0.4013989269733429,-1.1582881212234497,0.07285843789577484,-0.8931660056114197,-0.7556917667388916,1.1986268758773804,0.6608551144599915,1.0709292888641357,0.21074171364307404,-0.6795129776000977,0.7289639115333557,474934857953325057,smell like food now ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474860072011431936, yeoo why do i smell u everywhere i go,,"North Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474860057562058752, yeah hahahah it smell like shit go smell it,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474852982907871232,i smell holidays ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474831775865126913,i cant smell or taste anything ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474830466755731456,i smell freedom,,"East Region, Singapore"
cooked,-0.4008311629295349,0.3833388090133667,0.9997262358665466,-0.2478034943342209,0.6891902685165405,-0.02542434260249138,-1.1961556673049927,0.038008179515600204,-0.14418065547943115,-0.3416726291179657,-1.3900436162948608,-0.6077594757080078,-3.0097782611846924,0.2977167069911957,0.36579784750938416,0.6545001268386841,0.3558776080608368,-1.5283225774765015,-0.8155454993247986,-0.45428505539894104,-0.6922256350517273,0.22722899913787842,-0.22058314085006714,-0.19425098598003387,0.05058591440320015,1.689659595489502,-0.2669620215892792,-0.33626094460487366,0.722220242023468,-0.682574987411499,-0.21934480965137482,1.5525951385498047,-1.3904597759246826,-0.020380845293402672,-1.0611388683319092,0.2960737943649292,0.11004588752985,-0.19485269486904144,0.5773442983627319,1.041862964630127,0.5311654210090637,0.16584251821041107,0.05621956288814545,-0.5131720900535583,1.1986645460128784,-0.006254746578633785,1.5140933990478516,-0.31708335876464844,-0.6333473920822144,0.05007144808769226,474765860439982080,i love the smell of fresly cooked pancakes,,"North Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474738821980880896, siao i dont want smoke never smoke never will and i hate the smell p,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474738279523164160, bobian ah friends around i know at least 90 smoker plus at home always smell my mother smoke t t plus inactive haha,,"East Region, Singapore"
bangla,-0.1741359978914261,0.5742344260215759,0.4312310516834259,-1.192071557044983,-1.0670051574707031,0.1300310343503952,0.6407772302627563,-0.3718772530555725,0.9520217776298523,0.5572913885116577,-1.1037311553955078,-0.7897222638130188,-1.1493741273880005,-0.06303809583187103,0.22857505083084106,-0.47886958718299866,0.17182962596416473,-0.9906826019287109,0.32512906193733215,0.15721936523914337,-0.5977868437767029,-0.3426831364631653,-0.2563469707965851,-0.4878576993942261,-0.4005282521247864,-0.20682621002197266,-0.4012123942375183,-0.5150402784347534,-0.32763808965682983,-0.4746344983577728,0.25902029871940613,-0.32903391122817993,1.4420472383499146,0.003576061688363552,0.0427534244954586,-1.1211585998535156,0.16287453472614288,0.008393630385398865,0.3110821843147278,-1.733855962753296,-0.3662583529949188,-0.9710009694099426,-0.45984774827957153,-0.11970590800046921,-0.7959199547767639,0.6469321250915527,-0.2865813672542572,-0.12090203911066055,0.7832281589508057,-0.4513747990131378,474694365088980993,sorry to say i cannot stand the smell of the bangla ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474603113383350272, i can smell u from here jk are u ok bu yao emo ,,"North Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474595890707984385,last paper finally done today hahahah i smell freeeedom ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474595034868617216,my point i can already smell my more than a month vacation,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474594868639969281,i can already envision the day of my flight to pinas again i can already smell the air pollution from the vehicles in metro manila,,"East Region, Singapore"
body,-1.4116919040679932,-0.6198867559432983,-0.04107356071472168,-0.19904646277427673,0.32919207215309143,0.5718438029289246,1.137660026550293,0.0723985806107521,-0.142527773976326,0.5426813364028931,-0.6638742089271545,0.08529947698116302,-4.420239448547363,0.24115462601184845,0.11498484015464783,0.22106273472309113,0.6468603014945984,-0.44837749004364014,0.13233153522014618,-1.1930538415908813,-0.678490936756134,0.4304943382740021,0.048437606543302536,0.5736417174339294,0.08457326889038086,0.7454895377159119,-0.35401150584220886,0.8758203983306885,-0.17236246168613434,0.45593342185020447,-1.0335444211959839,0.05434339866042137,-0.17775289714336395,-0.1750757396221161,0.3899504244327545,-0.5700001120567322,-0.131392702460289,0.5730704665184021,0.27164003252983093,0.1936153769493103,-1.098494529724121,-0.16180366277694702,-0.16475027799606323,0.11721120774745941,0.2605350613594055,-0.8862274885177612,0.8337988257408142,0.8142372369766235,0.05071194842457771,0.0010774974944069982,474566200580534273,body smell like bbq ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474540244516077569, i like the smell,,"North-East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474522846496972800,urhhgg hate the smell in the bus kalau pass by tekka bau bacin ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474511830786646017,love the smell after it rains ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474500412674826241,i smell holidays,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474353716481372160,i smell fooodd,,"East Region, Singapore"
your,-0.11311999708414078,-0.31411999464035034,-0.19829000532627106,0.9226999878883362,0.2112800031900406,0.061744000762701035,1.6083999872207642,0.012798000127077103,-0.2923099994659424,0.07405100017786026,-0.1600400060415268,0.13514000177383423,-6.246200084686279,-0.25641998648643494,-0.9118599891662598,-0.08133900165557861,0.5399900078773499,-0.15115000307559967,0.10113999992609024,-0.2591100037097931,-0.3298099935054779,0.18163999915122986,-0.18425999581813812,1.052299976348877,-0.7775800228118896,0.5199199914932251,0.5369499921798706,0.3890399932861328,0.7397300004959106,0.20600000023841858,-0.6977800130844116,-0.37922000885009766,-0.05548499897122383,-0.35069000720977783,0.8238099813461304,0.21544000506401062,0.5409799814224243,0.5997800230979919,-0.16841000318527222,-0.019626999273896217,-0.7559300065040588,-0.0731310024857521,-0.06080999970436096,0.052418000996112823,0.8532099723815918,-0.42587000131607056,0.5489100217819214,0.02326899953186512,0.6835200190544128,0.23964999616146088,474248318667603968,miss your smell,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474223853984440320, at least you can inhale the fucking smell of our cliques trip you kimak brain balek tido la sial siape ni pukimak ,,"North-East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474222015432257536, december is coming do you smell it ,,"North-East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474182740762316800,dropped my ice cream on my shirt and now i just smell like mocha chip z ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474179408337461248, ask someone to eat then you smell it  hahaha beh bila kentot busuk seh ,,"North-East Region, Singapore"
cheese,0.27984726428985596,-0.8022571206092834,0.35800978541374207,-0.34778767824172974,1.131503939628601,0.29337894916534424,-0.6679087281227112,-0.1899614781141281,0.5445513725280762,0.20624801516532898,-0.36014634370803833,-0.4910803437232971,-3.7833938598632812,-0.8460845351219177,0.10796735435724258,0.4045390188694,0.9440401196479797,-1.3744276762008667,0.07776627689599991,-0.305812269449234,-0.8698479533195496,0.3430125415325165,0.28593987226486206,-0.42713770270347595,0.3090990483760834,0.7858566045761108,-0.31791117787361145,-0.16730496287345886,0.7360949516296387,-1.4059969186782837,-0.08662524819374084,0.8985826373100281,-1.1138986349105835,0.04103470593690872,-0.8526868224143982,-0.38912704586982727,0.39721187949180603,-0.6233386993408203,1.3451899290084839,1.5257530212402344,-0.8054593205451965,-0.9730939269065857,-0.5212993621826172,-1.1183537244796753,1.082674264907837,0.43550780415534973,1.0066184997558594,-0.20224684476852417,0.3397720754146576,0.1693372279405594,474159313447948289,the smell of cheese is so disgusting,,"Central Region, Singapore"
candle,-1.586006760597229,-0.8190052509307861,0.44851773977279663,1.1285016536712646,0.5906405448913574,0.199957475066185,0.9489361047744751,-0.36457085609436035,0.7097681760787964,-0.3169618248939514,-0.32766568660736084,0.27896249294281006,-2.4584643840789795,-0.12367229908704758,-0.03828806430101395,1.4473621845245361,0.7126783132553101,0.8236134052276611,0.939674437046051,0.5117558836936951,-0.6300599575042725,0.2351946085691452,-0.5687224268913269,0.23397982120513916,0.8346768617630005,0.5358196496963501,-0.8089833855628967,1.0120960474014282,-0.024155428633093834,0.338543564081192,0.29382503032684326,0.7917423844337463,-0.1864706575870514,-0.037205230444669724,-0.10883086174726486,-0.41937148571014404,0.21464687585830688,0.5609194040298462,0.7281015515327454,1.133696436882019,-0.0732678547501564,0.3385428786277771,-0.9140775799751282,0.17201140522956848,0.8513005375862122,0.3119395673274994,0.11333983391523361,-0.6406562924385071,0.27043765783309937,0.6769984364509583,474154081787719681,the candle smell so nice omg ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474149597200121856,train fucking pack i was squeezed to smell jasmine flowers,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474106817727823872,i smell really badly,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474106786039881728,i smell,,"Central Region, Singapore"
oil,-0.673069417476654,-0.6345506310462952,0.02648838423192501,-0.5517520904541016,0.509284257888794,0.5598546266555786,-0.7969074249267578,-0.9646961688995361,1.3071740865707397,-0.7879629731178284,-0.5328435897827148,-0.6198958158493042,-3.870199203491211,0.3353288769721985,1.408896803855896,-0.10294909030199051,0.5449351668357849,0.041627682745456696,1.1414194107055664,-0.6180863976478577,-1.000080943107605,-0.3342689275741577,0.4599156677722931,-0.04823865741491318,0.3613477051258087,0.9214537143707275,-0.5805941224098206,1.433052897453308,0.4753025770187378,-0.026667769998311996,-0.00046415426186285913,0.8264679908752441,-0.7448881268501282,0.15109911561012268,0.7921691536903381,-0.4857659339904785,0.174287810921669,1.630872368812561,0.4404657781124115,0.21358731389045715,-0.7642449140548706,-0.6131566762924194,-0.5588362812995911,-0.3189711570739746,0.28401681780815125,-0.645895779132843,-0.3700246810913086,0.5367197394371033,0.0943734422326088,0.7544828057289124,474062131701104640,gosh i smell like cooking oil ,,"Central Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473981717095522305,i smell fish curry tsk feel like having one prata now ,,"North Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473973877861646337,"i smell the rain dark clouds above and yes indeed wet wet morning 
  http instagram compozqomkoapk",,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473891642173161475, i smell really good heheyou smell bapak bapak sia,,"Central Region, Singapore"
tiff,-0.28753989934921265,1.3340051174163818,-0.5036967396736145,0.12896712124347687,-0.40786340832710266,-0.9188680052757263,0.4389157295227051,0.29500389099121094,0.11712297052145004,-0.3484179377555847,-0.13336440920829773,0.31403058767318726,-1.5358128547668457,-0.02947038598358631,-0.29526177048683167,-0.12114761024713516,-0.050127893686294556,-0.319273442029953,-0.45666468143463135,0.24430401623249054,-0.18186448514461517,-0.8765934705734253,0.2761543393135071,0.23472465574741364,-0.11076343804597855,1.0035171508789062,0.5430447459220886,0.7165374755859375,-0.35059887170791626,-0.3903580605983734,-0.29601219296455383,0.12699437141418457,0.026996180415153503,-0.90236896276474,-0.7041316628456116,0.30421683192253113,-0.27032995223999023,-0.23668141663074493,0.40395140647888184,0.6153892278671265,-0.4488222002983093,0.025134772062301636,0.7430539131164551,0.9728877544403076,-0.3673645853996277,0.2811537981033325,-0.010681104846298695,-1.148048758506775,0.06744267791509628,-0.1611870974302292,473880916427669504,  let tiff smell and see  armpit she loves it ,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473867096812552192, no why all of us dont have but only him do you know that i am like sleeping 1 bed away and i still can smell it tsk ,,"West Region, Singapore"
strong,-0.3682035505771637,-0.2659529745578766,0.24692277610301971,0.9114310145378113,-0.22968456149101257,0.9000846743583679,0.9797807931900024,0.25391653180122375,-0.5734484195709229,0.24324439465999603,-0.4134736955165863,-0.14713259041309357,-4.573150157928467,-0.6708287000656128,0.6435689330101013,0.36282652616500854,-0.1538098156452179,-0.13631589710712433,0.0277904961258173,-0.791103184223175,0.16540904343128204,0.6684160828590393,-0.6186749339103699,0.850568950176239,0.04381925240159035,1.0792577266693115,-0.08200317621231079,0.5933992266654968,0.19035860896110535,0.5971675515174866,0.2563406229019165,-0.29058384895324707,-0.048997972160577774,0.2425941526889801,0.7118571996688843,0.035443756729364395,-0.12298529595136642,0.4887143075466156,-0.5270599722862244,0.7487102746963501,-1.3909136056900024,-0.392196923494339,1.1570219993591309,0.13408195972442627,-0.3399505019187927,-0.34550121426582336,-0.1213463619351387,0.42579299211502075,0.13467936217784882,-0.14062295854091644,473866548906434560,you know that you got a strong smell but you still choose to sleep with your arms up whylikethat ,,"North Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473847738862301184,walking towards camp i smell hamster wheat weird much ,,"West Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473835669538603009,i smell a sleepless night ahead,,"East Region, Singapore"
mums,0.09942920506000519,0.06415197253227234,0.35571444034576416,0.1373542845249176,-0.824826180934906,-0.5791765451431274,0.37392860651016235,-0.04160178825259209,0.7621336579322815,-0.4643101096153259,-1.5783764123916626,-0.4365561902523041,-2.621333122253418,0.4585036635398865,-0.37540003657341003,0.3698326647281647,0.7547083497047424,-1.0988211631774902,-0.6905924081802368,0.22660653293132782,-0.37407243251800537,0.4221549928188324,-0.7485275268554688,0.47195276618003845,-0.7122628092765808,0.6532352566719055,-0.3427010178565979,-0.9146650433540344,0.0024133657570928335,-0.8107267618179321,0.1317068189382553,0.29859021306037903,-0.050262365490198135,-0.11145550012588501,0.3561839461326599,0.6692501902580261,-0.15915141999721527,0.26409557461738586,-0.5767327547073364,0.22872257232666016,0.4296529293060303,1.110020637512207,-1.494623064994812,1.1820844411849976,1.0669710636138916,-0.13484250009059906,1.3420233726501465,0.23992569744586945,0.6710790991783142,-0.2320387363433838,473779820883480576,the smell of my mums rendang mmmmmmmm,,"North Region, Singapore"
hair,-1.3284451961517334,-1.7763909101486206,0.36377859115600586,0.051805078983306885,0.06089817360043526,-0.37627291679382324,1.542282223701477,-0.0013084134552627802,-0.14462198317050934,0.8386881351470947,-0.6942517161369324,0.015905888751149178,-4.887721538543701,0.9832163453102112,-0.8538630604743958,-0.12509304285049438,-0.0249831210821867,-1.0135188102722168,-0.6111714243888855,-0.7955703139305115,-0.8585942983627319,0.13750192523002625,0.6179802417755127,0.48675069212913513,-0.1593017280101776,0.9915478229522705,-0.6134552955627441,1.2842413187026978,-0.12968744337558746,-0.3582072854042053,-0.9882758855819702,0.5450406670570374,-0.23588812351226807,-1.4715455770492554,-0.24596355855464935,0.08149471879005432,-0.24976490437984467,0.6714128255844116,0.21873997151851654,0.8841202259063721,-1.2955740690231323,-0.08315949141979218,0.08771918714046478,0.723199188709259,0.7340307235717773,-1.389384150505066,0.9755513668060303,0.3250303864479065,-0.3002770245075226,-0.04442828148603439,473772895231942656,hair smell so nice mm ,,"North-East Region, Singapore"
jungfrau,-0.9855109453201294,-0.2205883264541626,-0.234726682305336,-1.216916799545288,0.047604408115148544,0.34417423605918884,-0.8973140716552734,-0.7757481336593628,0.176397442817688,-0.58140629529953,-0.49342823028564453,-0.9059651494026184,-0.015611512586474419,0.04001089930534363,0.9145623445510864,0.42726796865463257,0.6778716444969177,0.8745568990707397,0.48311397433280945,-0.3242681920528412,0.7893444895744324,0.5213364362716675,-0.04589080438017845,-0.7044360041618347,0.12671597301959991,1.005453109741211,-0.12111980468034744,-0.10730371624231339,-0.3342791497707367,-0.6041951179504395,0.6654173731803894,-0.5718363523483276,0.5970896482467651,0.05209305137395859,-0.9389972686767578,-0.6808813214302063,-0.29745468497276306,0.20202641189098358,0.5534660220146179,-0.6429252624511719,0.36676353216171265,-1.0448428392410278,-1.259729266166687,0.1671346127986908,-0.43881821632385254,-0.012865940108895302,0.3799334168434143,0.27324169874191284,0.4020458459854126,0.7760029435157776,473751174617632770,coop tea from switzerland jungfrau smell hmm  jurong west st 52 blk 520 http instagram compoxq9ksxtc ,jurong west,"West Region, Singapore"
bus,0.23247754573822021,0.3641665279865265,-0.21101456880569458,-1.3709831237792969,-0.7999666929244995,0.21127000451087952,0.3505862355232239,-0.30540892481803894,0.45978736877441406,-0.0003603146760724485,0.020334675908088684,0.12083765864372253,-4.229283332824707,-0.10906406491994858,0.4524620771408081,0.9922400116920471,-0.4579561948776245,-0.6204331517219543,-1.4019805192947388,-0.3128703534603119,-0.3380867540836334,-0.44345375895500183,-0.23487988114356995,-0.5020902156829834,-0.09871082007884979,-1.1481693983078003,-0.7562926411628723,-0.7102878093719482,-0.8425722718238831,-0.22394882142543793,-0.6264504194259644,-0.11198361217975616,0.6270675659179688,-0.3907087445259094,0.9502795934677124,0.7594053745269775,-0.7838084697723389,0.22978492081165314,0.7377357482910156,-0.13835792243480682,-1.0916939973831177,1.2554395198822021,-1.2735992670059204,-0.0879194587469101,-0.08566533029079437,0.5003368258476257,0.6189528107643127,0.7199842929840088,0.4672210216522217,0.7273355722427368,473745305825861632,omfgggg this bus smell makes me feel like vomiting help,,"East Region, Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473697624847949824,after incessant scrubbing voluminous spraying of cleaners and disinfectants the nauseating smell of vormit has finally fled my car ,,"Central Region, Singapore"
bus,0.23247754573822021,0.3641665279865265,-0.21101456880569458,-1.3709831237792969,-0.7999666929244995,0.21127000451087952,0.3505862355232239,-0.30540892481803894,0.45978736877441406,-0.0003603146760724485,0.020334675908088684,0.12083765864372253,-4.229283332824707,-0.10906406491994858,0.4524620771408081,0.9922400116920471,-0.4579561948776245,-0.6204331517219543,-1.4019805192947388,-0.3128703534603119,-0.3380867540836334,-0.44345375895500183,-0.23487988114356995,-0.5020902156829834,-0.09871082007884979,-1.1481693983078003,-0.7562926411628723,-0.7102878093719482,-0.8425722718238831,-0.22394882142543793,-0.6264504194259644,-0.11198361217975616,0.6270675659179688,-0.3907087445259094,0.9502795934677124,0.7594053745269775,-0.7838084697723389,0.22978492081165314,0.7377357482910156,-0.13835792243480682,-1.0916939973831177,1.2554395198822021,-1.2735992670059204,-0.0879194587469101,-0.08566533029079437,0.5003368258476257,0.6189528107643127,0.7199842929840088,0.4672210216522217,0.7273355722427368,473674118231896065,the bus smell like shit ,,"North-East Region, Singapore"
swear,0.5509244203567505,0.37796154618263245,0.03981180861592293,-0.0027708951383829117,-0.37509050965309143,-0.12967999279499054,1.2469666004180908,0.40145546197891235,-0.12453039735555649,0.995137631893158,-0.23698391020298004,0.1390356868505478,-4.35361385345459,-0.23661643266677856,-0.2581256031990051,0.2800723910331726,-0.2576367259025574,-0.5422479510307312,-0.2511027753353119,0.008444732055068016,0.23256249725818634,0.428314745426178,0.1799633949995041,0.3465862572193146,-0.023439373821020126,0.6537647247314453,-0.30541765689849854,-0.11279445886611938,-0.4181923270225525,-0.4312206506729126,-0.7259741425514221,-0.04283875226974487,-0.6206701397895813,0.12509672343730927,-0.8685855269432068,0.8730700016021729,-0.27332404255867004,0.043428439646959305,0.5745342373847961,0.25760558247566223,-0.11321967095136642,0.5453236103057861,0.013281450606882572,-0.10140451043844223,-0.618449866771698,-0.5849336981773376,1.1466799974441528,0.474901020526886,-0.2566949129104614,0.981733500957489,473674084576808960,note to self never go out at this timing again primary and secondary school kids have strong swear smell,,"Central Region, Singapore"
